Categoría_id;Categoría_desc;Cadenas_id;Cadenas_desc;indicador;unidad;año;valor
3;Industria manufacturera;51;Caucho;VAB;miles de pesos de 2018;2016;25.063.877
3;Industria manufacturera;52;Electrónica;VAB;miles de pesos de 2018;2016;21.241.142
5;Servicios;53;Servicios empresariales;VAB;miles de pesos de 2018;2016;283.733.171
5;Servicios;54;Comercio;VAB;miles de pesos de 2018;2016;1.994.057.712
5;Servicios;55;Industrias culturales;VAB;miles de pesos de 2018;2016;170.771.325
5;Servicios;56;Investigación y desarrollo;VAB;miles de pesos de 2018;2016;29.734.004
5;Servicios;57;Software y servicios informáticos;VAB;miles de pesos de 2018;2016;127.379.062
5;Servicios;58;Telecomunicaciones;VAB;miles de pesos de 2018;2016;283.817.482
5;Servicios;59;Turismo;VAB;miles de pesos de 2018;2016;323.200.208
5;Servicios;60;Transporte y logística;VAB;miles de pesos de 2018;2016;397.550.713
5;Servicios;61;Salud;VAB;miles de pesos de 2018;2016;707.152.356
5;Servicios;62;Educación;VAB;miles de pesos de 2018;2016;750.980.842
5;Servicios;63;Servicios financieros;VAB;miles de pesos de 2018;2016;473.218.530
;Total Cadenas;;Total Cadenas;VAB;miles de pesos de 2018;2016;9.911.446.972
;No asignado;99;No asignado;VAB;miles de pesos de 2018;2016;1.581.662.672
;TOTAL (excluyendo Adm. Púb.);;TOTAL (excluyendo Adm. Púb.);VAB;miles de pesos de 2018;2016;11.493.109.643
1;Agroindustriales;1;Algodón textil;VAB;miles de pesos de 2018;2017;87.570.467
1;Agroindustriales;2;Apícola;VAB;miles de pesos de 2018;2017;3.947.807
1;Agroindustriales;3;Azucarera;VAB;miles de pesos de 2018;2017;33.210.255
1;Agroindustriales;4;Avícola;VAB;miles de pesos de 2018;2017;70.731.072
1;Agroindustriales;5;Porcina;VAB;miles de pesos de 2018;2017;45.069.397
1;Agroindustriales;6;Bovina;VAB;miles de pesos de 2018;2017;118.910.050
1;Agroindustriales;7;Arrocera;VAB;miles de pesos de 2018;2017;19.686.405
1;Agroindustriales;8;Maicera;VAB;miles de pesos de 2018;2017;90.272.553
1;Agroindustriales;9;Triguera;VAB;miles de pesos de 2018;2017;136.907.317
1;Agroindustriales;10;Cítricos dulces;VAB;miles de pesos de 2018;2017;6.420.381
1;Agroindustriales;11;Fruta de carozo;VAB;miles de pesos de 2018;2017;1.735.064
1;Agroindustriales;12;Láctea;VAB;miles de pesos de 2018;2017;119.244.977
1;Agroindustriales;13;Legumbres;VAB;miles de pesos de 2018;2017;20.105.375
1;Agroindustriales;14;Limón;VAB;miles de pesos de 2018;2017;11.372.586
1;Agroindustriales;15;Peras y manzanas;VAB;miles de pesos de 2018;2017;57.872.654
1;Agroindustriales;16;Sojera;VAB;miles de pesos de 2018;2017;356.322.476
1;Agroindustriales;17;Girasol;VAB;miles de pesos de 2018;2017;37.526.045
1;Agroindustriales;18;Caprina;VAB;miles de pesos de 2018;2017;309.288
1;Agroindustriales;19;Ovina;VAB;miles de pesos de 2018;2017;5.983.108
1;Agroindustriales;20;Pesca;VAB;miles de pesos de 2018;2017;66.132.935
1;Agroindustriales;21;Tabacalera;VAB;miles de pesos de 2018;2017;18.022.401
1;Agroindustriales;22;Tealera;VAB;miles de pesos de 2018;2017;1.022.989
1;Agroindustriales;23;Vitivinícola;VAB;miles de pesos de 2018;2017;60.608.623
1;Agroindustriales;24;Yerba mate;VAB;miles de pesos de 2018;2017;45.077.172
1;Agroindustriales;25;Frutas finas;VAB;miles de pesos de 2018;2017;6.288.624
1;Agroindustriales;26;Cebada;VAB;miles de pesos de 2018;2017;29.213.429
1;Agroindustriales;27;Hortícola;VAB;miles de pesos de 2018;2017;8.610.698
1;Agroindustriales;28;Maní;VAB;miles de pesos de 2018;2017;24.376.388
1;Agroindustriales;29;Olivícola;VAB;miles de pesos de 2018;2017;9.905.942
1;Agroindustriales;30;Sorgo;VAB;miles de pesos de 2018;2017;2.188.607
2;Energía y minería;31;Hidrocarburos;VAB;miles de pesos de 2018;2017;604.663.702
2;Energía y minería;32;Minería metalífera;VAB;miles de pesos de 2018;2017;66.619.111
2;Energía y minería;33;Minería no metalífera;VAB;miles de pesos de 2018;2017;109.950.626
3;Industria manufacturera;34;Equipos y aparatos eléctricos;VAB;miles de pesos de 2018;2017;34.963.404
3;Industria manufacturera;35;Automotriz y autopartista;VAB;miles de pesos de 2018;2017;283.320.837
3;Industria manufacturera;36;Construcción;VAB;miles de pesos de 2018;2017;720.902.371
3;Industria manufacturera;37;Medicamentos;VAB;miles de pesos de 2018;2017;61.583.360
3;Industria manufacturera;38;Quimica básica;VAB;miles de pesos de 2018;2017;28.613.302
3;Industria manufacturera;39;Forestal, papel y muebles;VAB;miles de pesos de 2018;2017;150.270.574
3;Industria manufacturera;40;Siderurgia;VAB;miles de pesos de 2018;2017;87.842.220
3;Industria manufacturera;41;Aluminio;VAB;miles de pesos de 2018;2017;29.091.288
3;Industria manufacturera;42;Maquinaria agrícola;VAB;miles de pesos de 2018;2017;47.913.246
3;Industria manufacturera;43;Plástica;VAB;miles de pesos de 2018;2017;108.542.952
3;Industria manufacturera;44;Cuero, marroquinería y calzado;VAB;miles de pesos de 2018;2017;21.268.566
3;Industria manufacturera;45;Agroquímica;VAB;miles de pesos de 2018;2017;22.548.637
3;Industria manufacturera;46;Equipamiento médico;VAB;miles de pesos de 2018;2017;8.731.463
2;Energía y minería;47;Energía eléctrica;VAB;miles de pesos de 2018;2017;205.855.564
3;Industria manufacturera;48;Aparatos de uso doméstico;VAB;miles de pesos de 2018;2017;23.255.516
3;Industria manufacturera;49;Bienes de capital;VAB;miles de pesos de 2018;2017;165.613.463
3;Industria manufacturera;50;Químicos de consumo;VAB;miles de pesos de 2018;2017;40.879.503
3;Industria manufacturera;51;Caucho;VAB;miles de pesos de 2018;2017;25.470.236
3;Industria manufacturera;52;Electrónica;VAB;miles de pesos de 2018;2017;21.186.711
5;Servicios;53;Servicios empresariales;VAB;miles de pesos de 2018;2017;284.751.118
5;Servicios;54;Comercio;VAB;miles de pesos de 2018;2017;2.059.743.741
5;Servicios;55;Industrias culturales;VAB;miles de pesos de 2018;2017;171.124.133
5;Servicios;56;Investigación y desarrollo;VAB;miles de pesos de 2018;2017;29.815.669
5;Servicios;57;Software y servicios informáticos;VAB;miles de pesos de 2018;2017;131.752.132
5;Servicios;58;Telecomunicaciones;VAB;miles de pesos de 2018;2017;285.137.282
5;Servicios;59;Turismo;VAB;miles de pesos de 2018;2017;331.687.087
5;Servicios;60;Transporte y logística;VAB;miles de pesos de 2018;2017;403.441.137
5;Servicios;61;Salud;VAB;miles de pesos de 2018;2017;721.602.847
5;Servicios;62;Educación;VAB;miles de pesos de 2018;2017;759.895.808
5;Servicios;63;Servicios financieros;VAB;miles de pesos de 2018;2017;498.407.940
;Total Cadenas;;Total Cadenas;VAB;miles de pesos de 2018;2017;10.041.090.632
;No asignado;99;No asignado;VAB;miles de pesos de 2018;2017;1.602.351.128
;TOTAL (excluyendo Adm. Púb.);;TOTAL (excluyendo Adm. Púb.);VAB;miles de pesos de 2018;2017;11.643.441.760
1;Agroindustriales;1;Algodón textil;VAB;miles de pesos de 2018;2018;93.772.821
1;Agroindustriales;2;Apícola;VAB;miles de pesos de 2018;2018;3.960.811
1;Agroindustriales;3;Azucarera;VAB;miles de pesos de 2018;2018;32.272.998
1;Agroindustriales;4;Avícola;VAB;miles de pesos de 2018;2018;70.423.349
1;Agroindustriales;5;Porcina;VAB;miles de pesos de 2018;2018;45.303.180
1;Agroindustriales;6;Bovina;VAB;miles de pesos de 2018;2018;123.085.895
1;Agroindustriales;7;Arrocera;VAB;miles de pesos de 2018;2018;20.046.657
1;Agroindustriales;8;Maicera;VAB;miles de pesos de 2018;2018;79.329.015
1;Agroindustriales;9;Triguera;VAB;miles de pesos de 2018;2018;133.805.400
1;Agroindustriales;10;Cítricos dulces;VAB;miles de pesos de 2018;2018;7.189.964
1;Agroindustriales;11;Fruta de carozo;VAB;miles de pesos de 2018;2018;5.380.087
1;Agroindustriales;12;Láctea;VAB;miles de pesos de 2018;2018;123.884.095
1;Agroindustriales;13;Legumbres;VAB;miles de pesos de 2018;2018;23.011.480
1;Agroindustriales;14;Limón;VAB;miles de pesos de 2018;2018;13.493.840
1;Agroindustriales;15;Peras y manzanas;VAB;miles de pesos de 2018;2018;57.099.267
1;Agroindustriales;16;Sojera;VAB;miles de pesos de 2018;2018;279.791.409
1;Agroindustriales;17;Girasol;VAB;miles de pesos de 2018;2018;37.300.482
1;Agroindustriales;18;Caprina;VAB;miles de pesos de 2018;2018;302.126
1;Agroindustriales;19;Ovina;VAB;miles de pesos de 2018;2018;6.434.238
1;Agroindustriales;20;Pesca;VAB;miles de pesos de 2018;2018;68.297.272
1;Agroindustriales;21;Tabacalera;VAB;miles de pesos de 2018;2018;16.003.554
1;Agroindustriales;22;Tealera;VAB;miles de pesos de 2018;2018;1.038.566
1;Agroindustriales;23;Vitivinícola;VAB;miles de pesos de 2018;2018;64.585.744
1;Agroindustriales;24;Yerba mate;VAB;miles de pesos de 2018;2018;46.213.805
1;Agroindustriales;25;Frutas finas;VAB;miles de pesos de 2018;2018;6.214.836
1;Agroindustriales;26;Cebada;VAB;miles de pesos de 2018;2018;31.820.108
1;Agroindustriales;27;Hortícola;VAB;miles de pesos de 2018;2018;8.598.817
1;Agroindustriales;28;Maní;VAB;miles de pesos de 2018;2018;21.151.764
1;Agroindustriales;29;Olivícola;VAB;miles de pesos de 2018;2018;9.326.970
1;Agroindustriales;30;Sorgo;VAB;miles de pesos de 2018;2018;1.426.751
2;Energía y minería;31;Hidrocarburos;VAB;miles de pesos de 2018;2018;577.153.339
2;Energía y minería;32;Minería metalífera;VAB;miles de pesos de 2018;2018;62.703.489
2;Energía y minería;33;Minería no metalífera;VAB;miles de pesos de 2018;2018;112.550.808
3;Industria manufacturera;34;Equipos y aparatos eléctricos;VAB;miles de pesos de 2018;2018;34.780.378
3;Industria manufacturera;35;Automotriz y autopartista;VAB;miles de pesos de 2018;2018;283.673.618
3;Industria manufacturera;36;Construcción;VAB;miles de pesos de 2018;2018;729.518.440
3;Industria manufacturera;37;Medicamentos;VAB;miles de pesos de 2018;2018;60.974.631
3;Industria manufacturera;38;Quimica básica;VAB;miles de pesos de 2018;2018;29.527.097
3;Industria manufacturera;39;Forestal, papel y muebles;VAB;miles de pesos de 2018;2018;142.359.828
3;Industria manufacturera;40;Siderurgia;VAB;miles de pesos de 2018;2018;89.114.458
3;Industria manufacturera;41;Aluminio;VAB;miles de pesos de 2018;2018;29.155.985
3;Industria manufacturera;42;Maquinaria agrícola;VAB;miles de pesos de 2018;2018;34.463.944
3;Industria manufacturera;43;Plástica;VAB;miles de pesos de 2018;2018;98.251.817
3;Industria manufacturera;44;Cuero, marroquinería y calzado;VAB;miles de pesos de 2018;2018;20.801.098
3;Industria manufacturera;45;Agroquímica;VAB;miles de pesos de 2018;2018;21.315.174
3;Industria manufacturera;46;Equipamiento médico;VAB;miles de pesos de 2018;2018;8.663.001
2;Energía y minería;47;Energía eléctrica;VAB;miles de pesos de 2018;2018;204.902.175
3;Industria manufacturera;48;Aparatos de uso doméstico;VAB;miles de pesos de 2018;2018;16.575.956
3;Industria manufacturera;49;Bienes de capital;VAB;miles de pesos de 2018;2018;164.700.907
3;Industria manufacturera;50;Químicos de consumo;VAB;miles de pesos de 2018;2018;38.109.144
3;Industria manufacturera;51;Caucho;VAB;miles de pesos de 2018;2018;23.119.502
3;Industria manufacturera;52;Electrónica;VAB;miles de pesos de 2018;2018;20.067.285
5;Servicios;53;Servicios empresariales;VAB;miles de pesos de 2018;2018;284.845.140
5;Servicios;54;Comercio;VAB;miles de pesos de 2018;2018;1.977.157.812
5;Servicios;55;Industrias culturales;VAB;miles de pesos de 2018;2018;164.460.735
5;Servicios;56;Investigación y desarrollo;VAB;miles de pesos de 2018;2018;30.456.734
5;Servicios;57;Software y servicios informáticos;VAB;miles de pesos de 2018;2018;138.894.945
5;Servicios;58;Telecomunicaciones;VAB;miles de pesos de 2018;2018;275.610.420
5;Servicios;59;Turismo;VAB;miles de pesos de 2018;2018;332.080.438
5;Servicios;60;Transporte y logística;VAB;miles de pesos de 2018;2018;404.427.519
5;Servicios;61;Salud;VAB;miles de pesos de 2018;2018;732.960.096
5;Servicios;62;Educación;VAB;miles de pesos de 2018;2018;773.743.829
5;Servicios;63;Servicios financieros;VAB;miles de pesos de 2018;2018;516.945.400
;Total Cadenas;;Total Cadenas;VAB;miles de pesos de 2018;2018;9.864.630.442
;No asignado;99;No asignado;VAB;miles de pesos de 2018;2018;1.574.191.718
;TOTAL (excluyendo Adm. Púb.);;TOTAL (excluyendo Adm. Púb.);VAB;miles de pesos de 2018;2018;11.438.822.160
1;Agroindustriales;1;Algodón textil;VAB;miles de pesos de 2018;2019;89.105.759
1;Agroindustriales;2;Apícola;VAB;miles de pesos de 2018;2019;3.658.205
1;Agroindustriales;3;Azucarera;VAB;miles de pesos de 2018;2019;31.416.276
1;Agroindustriales;4;Avícola;VAB;miles de pesos de 2018;2019;76.899.498
1;Agroindustriales;5;Porcina;VAB;miles de pesos de 2018;2019;46.494.690
1;Agroindustriales;6;Bovina;VAB;miles de pesos de 2018;2019;124.582.459
1;Agroindustriales;7;Arrocera;VAB;miles de pesos de 2018;2019;19.296.314
1;Agroindustriales;8;Maicera;VAB;miles de pesos de 2018;2019;103.155.250
1;Agroindustriales;9;Triguera;VAB;miles de pesos de 2018;2019;143.628.779
1;Agroindustriales;10;Cítricos dulces;VAB;miles de pesos de 2018;2019;6.904.613
1;Agroindustriales;11;Fruta de carozo;VAB;miles de pesos de 2018;2019;3.372.330
1;Agroindustriales;12;Láctea;VAB;miles de pesos de 2018;2019;107.934.589
1;Agroindustriales;13;Legumbres;VAB;miles de pesos de 2018;2019;28.131.289
1;Agroindustriales;14;Limón;VAB;miles de pesos de 2018;2019;13.932.827
1;Agroindustriales;15;Peras y manzanas;VAB;miles de pesos de 2018;2019;52.164.770
1;Agroindustriales;16;Sojera;VAB;miles de pesos de 2018;2019;357.217.450
1;Agroindustriales;17;Girasol;VAB;miles de pesos de 2018;2019;40.358.359
1;Agroindustriales;18;Caprina;VAB;miles de pesos de 2018;2019;294.964
1;Agroindustriales;19;Ovina;VAB;miles de pesos de 2018;2019;5.792.980
1;Agroindustriales;20;Pesca;VAB;miles de pesos de 2018;2019;68.117.155
1;Agroindustriales;21;Tabacalera;VAB;miles de pesos de 2018;2019;16.050.773
1;Agroindustriales;22;Tealera;VAB;miles de pesos de 2018;2019;1.064.385
1;Agroindustriales;23;Vitivinícola;VAB;miles de pesos de 2018;2019;68.079.476
1;Agroindustriales;24;Yerba mate;VAB;miles de pesos de 2018;2019;48.128.067
1;Agroindustriales;25;Frutas finas;VAB;miles de pesos de 2018;2019;6.292.953
1;Agroindustriales;26;Cebada;VAB;miles de pesos de 2018;2019;34.098.078
1;Agroindustriales;27;Hortícola;VAB;miles de pesos de 2018;2019;8.657.736
1;Agroindustriales;28;Maní;VAB;miles de pesos de 2018;2019;27.856.477
1;Agroindustriales;29;Olivícola;VAB;miles de pesos de 2018;2019;9.335.799
1;Agroindustriales;30;Sorgo;VAB;miles de pesos de 2018;2019;1.456.163
2;Energía y minería;31;Hidrocarburos;VAB;miles de pesos de 2018;2019;581.410.782
2;Energía y minería;32;Minería metalífera;VAB;miles de pesos de 2018;2019;57.090.059
2;Energía y minería;33;Minería no metalífera;VAB;miles de pesos de 2018;2019;108.125.335
3;Industria manufacturera;34;Equipos y aparatos eléctricos;VAB;miles de pesos de 2018;2019;34.582.667
3;Industria manufacturera;35;Automotriz y autopartista;VAB;miles de pesos de 2018;2019;250.679.479
3;Industria manufacturera;36;Construcción;VAB;miles de pesos de 2018;2019;706.735.303
3;Industria manufacturera;37;Medicamentos;VAB;miles de pesos de 2018;2019;60.074.636
3;Industria manufacturera;38;Quimica básica;VAB;miles de pesos de 2018;2019;30.374.184
3;Industria manufacturera;39;Forestal, papel y muebles;VAB;miles de pesos de 2018;2019;135.777.914
3;Industria manufacturera;40;Siderurgia;VAB;miles de pesos de 2018;2019;80.430.159
3;Industria manufacturera;41;Aluminio;VAB;miles de pesos de 2018;2019;28.570.919
3;Industria manufacturera;42;Maquinaria agrícola;VAB;miles de pesos de 2018;2019;24.802.258
3;Industria manufacturera;43;Plástica;VAB;miles de pesos de 2018;2019;90.720.068
3;Industria manufacturera;44;Cuero, marroquinería y calzado;VAB;miles de pesos de 2018;2019;19.349.645
3;Industria manufacturera;45;Agroquímica;VAB;miles de pesos de 2018;2019;21.268.144
3;Industria manufacturera;46;Equipamiento médico;VAB;miles de pesos de 2018;2019;8.499.497
2;Energía y minería;47;Energía eléctrica;VAB;miles de pesos de 2018;2019;196.434.974
3;Industria manufacturera;48;Aparatos de uso doméstico;VAB;miles de pesos de 2018;2019;14.662.360
3;Industria manufacturera;49;Bienes de capital;VAB;miles de pesos de 2018;2019;155.330.204
3;Industria manufacturera;50;Químicos de consumo;VAB;miles de pesos de 2018;2019;33.609.927
3;Industria manufacturera;51;Caucho;VAB;miles de pesos de 2018;2019;21.239.147
3;Industria manufacturera;52;Electrónica;VAB;miles de pesos de 2018;2019;16.735.477
5;Servicios;53;Servicios empresariales;VAB;miles de pesos de 2018;2019;279.109.353
5;Servicios;54;Comercio;VAB;miles de pesos de 2018;2019;1.823.125.407
5;Servicios;55;Industrias culturales;VAB;miles de pesos de 2018;2019;158.970.433
5;Servicios;56;Investigación y desarrollo;VAB;miles de pesos de 2018;2019;31.845.029
5;Servicios;57;Software y servicios informáticos;VAB;miles de pesos de 2018;2019;148.831.333
5;Servicios;58;Telecomunicaciones;VAB;miles de pesos de 2018;2019;269.728.396
5;Servicios;59;Turismo;VAB;miles de pesos de 2018;2019;331.587.168
5;Servicios;60;Transporte y logística;VAB;miles de pesos de 2018;2019;393.244.107
5;Servicios;61;Salud;VAB;miles de pesos de 2018;2019;733.693.882
5;Servicios;62;Educación;VAB;miles de pesos de 2018;2019;777.905.447
5;Servicios;63;Servicios financieros;VAB;miles de pesos de 2018;2019;452.765.269
;Total Cadenas;;Total Cadenas;VAB;miles de pesos de 2018;2019;9.620.787.428
;No asignado;99;No asignado;VAB;miles de pesos de 2018;2019;1.535.279.399
;TOTAL (excluyendo Adm. Púb.);;TOTAL (excluyendo Adm. Púb.);VAB;miles de pesos de 2018;2019;11.156.066.827
1;Agroindustriales;1;Algodón textil;VAB;miles de pesos de 2018;2020;71.954.215
1;Agroindustriales;2;Apícola;VAB;miles de pesos de 2018;2020;4.005.611
1;Agroindustriales;3;Azucarera;VAB;miles de pesos de 2018;2020;29.517.683
1;Agroindustriales;4;Avícola;VAB;miles de pesos de 2018;2020;77.438.219
1;Agroindustriales;5;Porcina;VAB;miles de pesos de 2018;2020;48.180.363
1;Agroindustriales;6;Bovina;VAB;miles de pesos de 2018;2020;123.482.706
1;Agroindustriales;7;Arrocera;VAB;miles de pesos de 2018;2020;19.894.605
1;Agroindustriales;8;Maicera;VAB;miles de pesos de 2018;2020;105.389.945
1;Agroindustriales;9;Triguera;VAB;miles de pesos de 2018;2020;145.244.130
1;Agroindustriales;10;Cítricos dulces;VAB;miles de pesos de 2018;2020;6.619.263
1;Agroindustriales;11;Fruta de carozo;VAB;miles de pesos de 2018;2020;2.219.709
1;Agroindustriales;12;Láctea;VAB;miles de pesos de 2018;2020;109.824.312
1;Agroindustriales;13;Legumbres;VAB;miles de pesos de 2018;2020;30.810.191
1;Agroindustriales;14;Limón;VAB;miles de pesos de 2018;2020;10.174.304
1;Agroindustriales;15;Peras y manzanas;VAB;miles de pesos de 2018;2020;53.197.921
1;Agroindustriales;16;Sojera;VAB;miles de pesos de 2018;2020;316.271.744
1;Agroindustriales;17;Girasol;VAB;miles de pesos de 2018;2020;31.727.256
1;Agroindustriales;18;Caprina;VAB;miles de pesos de 2018;2020;298.601
1;Agroindustriales;19;Ovina;VAB;miles de pesos de 2018;2020;5.990.744
1;Agroindustriales;20;Pesca;VAB;miles de pesos de 2018;2020;67.548.830
1;Agroindustriales;21;Tabacalera;VAB;miles de pesos de 2018;2020;16.646.495
1;Agroindustriales;22;Tealera;VAB;miles de pesos de 2018;2020;982.352
1;Agroindustriales;23;Vitivinícola;VAB;miles de pesos de 2018;2020;72.164.192
1;Agroindustriales;24;Yerba mate;VAB;miles de pesos de 2018;2020;45.889.424
1;Agroindustriales;25;Frutas finas;VAB;miles de pesos de 2018;2020;6.119.011
1;Agroindustriales;26;Cebada;VAB;miles de pesos de 2018;2020;32.215.653
1;Agroindustriales;27;Hortícola;VAB;miles de pesos de 2018;2020;8.285.793
1;Agroindustriales;28;Maní;VAB;miles de pesos de 2018;2020;25.936.613
1;Agroindustriales;29;Olivícola;VAB;miles de pesos de 2018;2020;8.985.586
1;Agroindustriales;30;Sorgo;VAB;miles de pesos de 2018;2020;1.643.075
2;Energía y minería;31;Hidrocarburos;VAB;miles de pesos de 2018;2020;531.342.749
2;Energía y minería;32;Minería metalífera;VAB;miles de pesos de 2018;2020;53.154.069
2;Energía y minería;33;Minería no metalífera;VAB;miles de pesos de 2018;2020;97.631.005
3;Industria manufacturera;34;Equipos y aparatos eléctricos;VAB;miles de pesos de 2018;2020;34.166.712
3;Industria manufacturera;35;Automotriz y autopartista;VAB;miles de pesos de 2018;2020;225.358.028
3;Industria manufacturera;36;Construcción;VAB;miles de pesos de 2018;2020;580.897.518
3;Industria manufacturera;37;Medicamentos;VAB;miles de pesos de 2018;2020;60.330.457
3;Industria manufacturera;38;Quimica básica;VAB;miles de pesos de 2018;2020;28.779.710
3;Industria manufacturera;39;Forestal, papel y muebles;VAB;miles de pesos de 2018;2020;134.251.950
3;Industria manufacturera;40;Siderurgia;VAB;miles de pesos de 2018;2020;67.010.743
3;Industria manufacturera;41;Aluminio;VAB;miles de pesos de 2018;2020;20.360.879
3;Industria manufacturera;42;Maquinaria agrícola;VAB;miles de pesos de 2018;2020;35.731.929
3;Industria manufacturera;43;Plástica;VAB;miles de pesos de 2018;2020;88.507.620
3;Industria manufacturera;44;Cuero, marroquinería y calzado;VAB;miles de pesos de 2018;2020;12.988.139
3;Industria manufacturera;45;Agroquímica;VAB;miles de pesos de 2018;2020;19.397.642
3;Industria manufacturera;46;Equipamiento médico;VAB;miles de pesos de 2018;2020;7.528.846
2;Energía y minería;47;Energía eléctrica;VAB;miles de pesos de 2018;2020;197.595.901
3;Industria manufacturera;48;Aparatos de uso doméstico;VAB;miles de pesos de 2018;2020;14.311.856
3;Industria manufacturera;49;Bienes de capital;VAB;miles de pesos de 2018;2020;126.783.688
3;Industria manufacturera;50;Químicos de consumo;VAB;miles de pesos de 2018;2020;35.757.901
3;Industria manufacturera;51;Caucho;VAB;miles de pesos de 2018;2020;18.429.246
3;Industria manufacturera;52;Electrónica;VAB;miles de pesos de 2018;2020;18.548.063
5;Servicios;53;Servicios empresariales;VAB;miles de pesos de 2018;2020;270.405.833
5;Servicios;54;Comercio;VAB;miles de pesos de 2018;2020;1.723.075.749
5;Servicios;55;Industrias culturales;VAB;miles de pesos de 2018;2020;123.107.967
5;Servicios;56;Investigación y desarrollo;VAB;miles de pesos de 2018;2020;32.473.844
5;Servicios;57;Software y servicios informáticos;VAB;miles de pesos de 2018;2020;155.179.764
